"Date","daily_median_airtemp_interp_degC","flag_daily_median_airtemp_interp_degC","daily_median_swr_interp_Wm2","flag_daily_median_swr_interp_Wm2","daily_median_inflow_interp_cms","flag_daily_median_inflow_interp_cms","daily_median_watertemp_interp_degC","flag_daily_median_watertemp_interp_degC","daily_median_srp_interp_ugL","flag_daily_median_srp_interp_ugL","daily_median_din_interp_ugL","flag_daily_median_din_interp_ugL","daily_median_inflow_srp_interp_ugL","flag_daily_median_inflow_srp_interp_ugL","daily_median_inflow_din_interp_ugL","flag_daily_median_inflow_din_interp_ugL","daily_median_Secchi_interp_m","flag_daily_median_Secchi_interp_m","daily_median_CTD_Temp_C","flag_daily_median_CTD_Temp_C","daily_median_GreenAlgae_ugL","flag_daily_median_GreenAlgae_ugL","daily_median_Bluegreens_ugL","flag_daily_median_Bluegreens_ugL","daily_median_BrownAlgae_ugL","flag_daily_median_BrownAlgae_ugL","daily_median_TotalConcNoMixed_ugL","flag_daily_median_TotalConcNoMixed_ugL","daily_median_chla_interp_ugL","flag_daily_median_chla_interp_ugL"
2018-08-14,21.93,FALSE,1.40034615384615,TRUE,0.000135018550521589,FALSE,26.009,FALSE,7.28571428571429,TRUE,18.1428571428571,TRUE,18.4285714285714,TRUE,186,TRUE,1.86,TRUE,25.1909,FALSE,12.8033333333333,TRUE,0.0733333333333333,TRUE,7.58666666666667,TRUE,20.46,TRUE,9.66,FALSE
2018-08-15,22.455,FALSE,1.42266666666667,TRUE,0.000135018550521589,FALSE,26.0335,FALSE,7.57142857142857,TRUE,16.2857142857143,TRUE,18.8571428571429,TRUE,180,TRUE,1.86,TRUE,25.3224,TRUE,11.0366666666667,TRUE,0.146666666666667,TRUE,6.45333333333333,TRUE,17.63,TRUE,8.155,FALSE
2018-08-16,25.609044,FALSE,1.44498717948718,TRUE,0.000229957999206082,FALSE,26.021,FALSE,7.85714285714286,TRUE,14.4285714285714,TRUE,19.2857142857143,TRUE,174,TRUE,1.86,TRUE,25.4539,FALSE,9.27,FALSE,0.22,FALSE,5.32,FALSE,14.8,FALSE,6.96,FALSE
2018-08-17,26.888116,FALSE,1.46730769230769,TRUE,0.00022995799920599,FALSE,26.606,FALSE,8.14285714285714,TRUE,12.5714285714286,TRUE,19.7142857142857,TRUE,168,TRUE,1.86,TRUE,25.436725,TRUE,8.6725,TRUE,0.3225,TRUE,5.755,TRUE,14.74,TRUE,6.095,FALSE
2018-08-18,23.825,FALSE,1.48962820512821,TRUE,0.00107333502484563,FALSE,26.594,FALSE,8.42857142857143,TRUE,10.7142857142857,TRUE,20.1428571428571,TRUE,162,TRUE,1.86,TRUE,25.41955,TRUE,8.075,TRUE,0.425,TRUE,6.19,TRUE,14.68,TRUE,6.57,FALSE
2018-08-19,23.79,FALSE,1.51194871794872,TRUE,0.00046437234461521,FALSE,26.0065,FALSE,8.71428571428571,TRUE,8.85714285714286,TRUE,20.5714285714286,TRUE,156,TRUE,1.86,TRUE,25.402375,TRUE,7.4775,TRUE,0.5275,TRUE,6.625,TRUE,14.62,TRUE,7.855,FALSE
2018-08-20,22.32,FALSE,1.53426923076923,TRUE,0.00022995799920599,FALSE,25.92,FALSE,9,FALSE,7,FALSE,21,FALSE,150,FALSE,1.86,TRUE,25.3852,FALSE,6.88,FALSE,0.63,FALSE,7.06,FALSE,14.56,FALSE,8.08,FALSE
2018-08-21,22.09,FALSE,1.55658974358974,TRUE,0.000340385951254928,FALSE,25.8584285714286,TRUE,8.42857142857143,TRUE,8.57142857142857,TRUE,21,TRUE,155.571428571429,TRUE,1.86,TRUE,24.96005,TRUE,7.02714285714286,TRUE,0.555714285714286,TRUE,7.25,TRUE,14.8242857142857,TRUE,8.77,TRUE
2018-08-22,21.88,FALSE,1.57891025641026,TRUE,0.00107333502484563,FALSE,25.7968571428571,TRUE,7.85714285714286,TRUE,10.1428571428571,TRUE,21,TRUE,161.142857142857,TRUE,1.86,TRUE,24.5349,TRUE,7.17428571428571,TRUE,0.481428571428571,TRUE,7.44,TRUE,15.0885714285714,TRUE,9.46,TRUE
2018-08-23,18.756004,FALSE,1.60123076923077,TRUE,0.000135018550521589,FALSE,25.7352857142857,TRUE,7.28571428571429,TRUE,11.7142857142857,TRUE,21,TRUE,166.714285714286,TRUE,1.86,TRUE,24.10975,TRUE,7.32142857142857,TRUE,0.407142857142857,TRUE,7.63,TRUE,15.3528571428571,TRUE,10.15,TRUE
2018-08-24,17.955,FALSE,1.62355128205128,TRUE,5.86911948248566e-05,FALSE,25.6737142857143,TRUE,6.71428571428571,TRUE,13.2857142857143,TRUE,21,TRUE,172.285714285714,TRUE,1.86,TRUE,23.6846,FALSE,7.46857142857143,TRUE,0.332857142857143,TRUE,7.82,TRUE,15.6171428571429,TRUE,10.84,TRUE
2018-08-25,19.2,FALSE,1.64587179487179,TRUE,5.86911948248566e-05,FALSE,25.6121428571429,TRUE,6.14285714285714,TRUE,14.8571428571429,TRUE,21,TRUE,177.857142857143,TRUE,1.86,TRUE,23.7883333333333,TRUE,7.61571428571429,TRUE,0.258571428571429,TRUE,8.01,TRUE,15.8814285714286,TRUE,11.53,TRUE
2018-08-26,23.89,FALSE,1.66819230769231,TRUE,5.86911948248566e-05,FALSE,25.5505714285714,TRUE,5.57142857142857,TRUE,16.4285714285714,TRUE,21,TRUE,183.428571428571,TRUE,1.86,TRUE,23.8920666666667,TRUE,7.76285714285714,TRUE,0.184285714285714,TRUE,8.2,TRUE,16.1457142857143,TRUE,12.22,TRUE
2018-08-27,26.43,FALSE,1.69051282051282,TRUE,0.000135018550521742,FALSE,25.489,FALSE,5,FALSE,18,FALSE,21,FALSE,189,FALSE,1.86,FALSE,23.9958,FALSE,7.91,FALSE,0.11,FALSE,8.39,FALSE,16.41,FALSE,12.91,FALSE
2018-08-28,25.475,FALSE,1.71283333333333,TRUE,0.000135018550521742,FALSE,25.557,FALSE,6.42857142857143,TRUE,17.1428571428571,TRUE,21.2857142857143,TRUE,189,TRUE,1.82,TRUE,24.1824285714286,TRUE,7.56,TRUE,0.342857142857143,TRUE,7.89857142857143,TRUE,15.8014285714286,TRUE,12.7,FALSE
2018-08-29,25.760116,FALSE,1.73515384615385,TRUE,0.000229957999206082,FALSE,26.009,FALSE,7.85714285714286,TRUE,16.2857142857143,TRUE,21.5714285714286,TRUE,189,TRUE,1.78,TRUE,24.3690571428571,TRUE,7.21,TRUE,0.575714285714286,TRUE,7.40714285714286,TRUE,15.1928571428571,TRUE,11.35,FALSE
2018-08-30,26.020732,FALSE,1.75747435897436,TRUE,0.000532470970255446,FALSE,26.495,FALSE,9.28571428571428,TRUE,15.4285714285714,TRUE,21.8571428571429,TRUE,189,TRUE,1.74,TRUE,24.5556857142857,TRUE,6.86,TRUE,0.808571428571428,TRUE,6.91571428571429,TRUE,14.5842857142857,TRUE,9.439999,FALSE
2018-08-31,23.1,FALSE,1.77979487179487,TRUE,0.000135018550521742,FALSE,26.294,FALSE,10.7142857142857,TRUE,14.5714285714286,TRUE,22.1428571428571,TRUE,189,TRUE,1.7,TRUE,24.7423142857143,TRUE,6.51,TRUE,1.04142857142857,TRUE,6.42428571428571,TRUE,13.9757142857143,TRUE,8.8400005,FALSE
2018-09-01,21.94,FALSE,1.80211538461538,TRUE,5.86911948248566e-05,FALSE,26.466,FALSE,12.1428571428571,TRUE,13.7142857142857,TRUE,22.4285714285714,TRUE,189,TRUE,1.66,TRUE,24.9289428571429,TRUE,6.16,TRUE,1.27428571428571,TRUE,5.93285714285714,TRUE,13.3671428571429,TRUE,7.66,FALSE
2018-09-02,24.12528,FALSE,1.8244358974359,TRUE,0.000135018550521589,FALSE,26.2845,FALSE,13.5714285714286,TRUE,12.8571428571429,TRUE,22.7142857142857,TRUE,189,TRUE,1.62,TRUE,25.1155714285714,TRUE,5.81,TRUE,1.50714285714286,TRUE,5.44142857142857,TRUE,12.7585714285714,TRUE,7.405,FALSE
2018-09-03,22.77,FALSE,1.84675641025641,TRUE,0.000135018550521742,FALSE,26.551,FALSE,15,FALSE,12,FALSE,23,FALSE,189,FALSE,1.58,FALSE,25.3022,FALSE,5.46,FALSE,1.74,FALSE,4.95,FALSE,12.15,FALSE,5.18,FALSE
2018-09-04,23.355,FALSE,1.86907692307692,TRUE,0.000135018550521589,FALSE,26.9985,FALSE,14.8571428571429,TRUE,13.5714285714286,TRUE,22.4285714285714,TRUE,170.142857142857,TRUE,1.59142857142857,TRUE,25.523,TRUE,6.1225,TRUE,2.3825,TRUE,4.02,TRUE,12.525,TRUE,3.855,FALSE
2018-09-05,23.095,FALSE,1.89139743589744,TRUE,5.86911948248566e-05,FALSE,27.126,FALSE,14.7142857142857,TRUE,15.1428571428571,TRUE,21.8571428571429,TRUE,151.285714285714,TRUE,1.60285714285714,TRUE,25.7438,TRUE,6.785,TRUE,3.025,TRUE,3.09,TRUE,12.9,TRUE,3.54,FALSE
2018-09-06,23.19,FALSE,1.91371794871795,TRUE,0.000135018550521742,FALSE,27.111,FALSE,14.5714285714286,TRUE,16.7142857142857,TRUE,21.2857142857143,TRUE,132.428571428571,TRUE,1.61428571428571,TRUE,25.9646,TRUE,7.4475,TRUE,3.6675,TRUE,2.16,TRUE,13.275,TRUE,3.11,FALSE
2018-09-07,22.34,FALSE,1.93603846153846,TRUE,5.86911948248566e-05,FALSE,27.1625,FALSE,14.4285714285714,TRUE,18.2857142857143,TRUE,20.7142857142857,TRUE,113.571428571429,TRUE,1.62571428571429,TRUE,26.1854,FALSE,8.11,FALSE,4.31,FALSE,1.23,FALSE,13.65,FALSE,3.24,FALSE
2018-09-08,21.38,FALSE,1.95835897435897,TRUE,0.0130531495943132,FALSE,26.889,FALSE,14.2857142857143,TRUE,19.8571428571429,TRUE,20.1428571428571,TRUE,94.7142857142857,TRUE,1.63714285714286,TRUE,25.4242,TRUE,8.61333333333333,TRUE,6.53,TRUE,3.17,TRUE,18.31,TRUE,3.51,FALSE
2018-09-09,15.95,FALSE,1.98067948717949,TRUE,0.00566905626303187,FALSE,25.338,FALSE,14.1428571428571,TRUE,21.4285714285714,TRUE,19.5714285714286,TRUE,75.8571428571429,TRUE,1.64857142857143,TRUE,24.663,TRUE,9.11666666666667,TRUE,8.75,TRUE,5.11,TRUE,22.97,TRUE,5.55,FALSE
2018-09-10,17.79,FALSE,2.003,FALSE,0.00319643042493992,FALSE,24.101,FALSE,14,FALSE,23,FALSE,19,FALSE,57,FALSE,1.66,FALSE,23.9018,FALSE,9.62,FALSE,10.97,FALSE,7.05,FALSE,27.63,FALSE,8.93,FALSE
2018-09-11,21.315,FALSE,2.463,FALSE,0.000905771007403291,FALSE,23.7585,FALSE,13.4285714285714,TRUE,23.5714285714286,TRUE,18.2857142857143,TRUE,52.4285714285714,TRUE,1.59428571428571,TRUE,23.6656,TRUE,9.58,TRUE,10.095,TRUE,6.02,TRUE,25.69,TRUE,8.67,FALSE
2018-09-12,21.93,FALSE,2.0875,FALSE,0.00143566996177829,FALSE,23.911,FALSE,12.8571428571429,TRUE,24.1428571428571,TRUE,17.5714285714286,TRUE,47.8571428571429,TRUE,1.52857142857143,TRUE,23.4294,FALSE,9.54,FALSE,9.22,FALSE,4.99,FALSE,23.75,FALSE,7.61,FALSE
2018-09-13,22.8,FALSE,2.306,FALSE,0.000600569595895702,FALSE,24.9705,FALSE,12.2857142857143,TRUE,24.7142857142857,TRUE,16.8571428571429,TRUE,43.2857142857143,TRUE,1.46285714285714,TRUE,23.22766,TRUE,8.77,TRUE,9.584,TRUE,5.316,TRUE,23.67,TRUE,7.385,FALSE
2018-09-14,22.29,FALSE,2.995,FALSE,0.000340385951254928,FALSE,24.7395,FALSE,11.7142857142857,TRUE,25.2857142857143,TRUE,16.1428571428571,TRUE,38.7142857142857,TRUE,1.39714285714286,TRUE,23.02592,TRUE,8,TRUE,9.948,TRUE,5.642,TRUE,23.59,TRUE,7.815,FALSE
2018-09-15,21.83,FALSE,2.9535,FALSE,0.000340385951254928,FALSE,24.118,FALSE,11.1428571428571,TRUE,25.8571428571429,TRUE,15.4285714285714,TRUE,34.1428571428571,TRUE,1.33142857142857,TRUE,22.82418,TRUE,7.23,TRUE,10.312,TRUE,5.968,TRUE,23.51,TRUE,7.96,FALSE
2018-09-16,21,FALSE,2.4,FALSE,0.00046437234461521,FALSE,23.357,FALSE,10.5714285714286,TRUE,26.4285714285714,TRUE,14.7142857142857,TRUE,29.5714285714286,TRUE,1.26571428571429,TRUE,22.62244,TRUE,6.46,TRUE,10.676,TRUE,6.294,TRUE,23.43,TRUE,8.395,FALSE
2018-09-17,22.18,FALSE,1.527,FALSE,0.0355234757597273,FALSE,22.882,FALSE,10,FALSE,27,FALSE,14,FALSE,25,FALSE,1.2,FALSE,22.4207,FALSE,5.69,FALSE,11.04,FALSE,6.62,FALSE,23.35,FALSE,9.3,FALSE
2018-09-18,22.165,FALSE,2.415,FALSE,0.00806238263184638,FALSE,23.164,FALSE,10.2857142857143,TRUE,24.1428571428571,TRUE,14.7142857142857,TRUE,25.8571428571429,TRUE,1.51285714285714,TRUE,22.641825,TRUE,6.295,TRUE,8.435,TRUE,6.755,TRUE,21.4875,TRUE,9.665,FALSE
2018-09-19,22.75,FALSE,3.0545,FALSE,0.00259818241639832,FALSE,23.401,FALSE,10.5714285714286,TRUE,21.2857142857143,TRUE,15.4285714285714,TRUE,26.7142857142857,TRUE,1.82571428571429,TRUE,22.86295,TRUE,6.9,TRUE,5.83,TRUE,6.89,TRUE,19.625,TRUE,9.475,FALSE
2018-09-20,23.33,FALSE,2.3855,FALSE,0.000905771007403291,FALSE,23.821,FALSE,10.8571428571429,TRUE,18.4285714285714,TRUE,16.1428571428571,TRUE,27.5714285714286,TRUE,2.13857142857143,TRUE,23.084075,TRUE,7.505,TRUE,3.225,TRUE,7.025,TRUE,17.7625,TRUE,8.57,FALSE
2018-09-21,23.13,FALSE,2.5605,FALSE,0.00046437234461521,FALSE,23.84,FALSE,11.1428571428571,TRUE,15.5714285714286,TRUE,16.8571428571429,TRUE,28.4285714285714,TRUE,2.45142857142857,TRUE,23.3052,FALSE,8.11,FALSE,0.62,FALSE,7.16,FALSE,15.9,FALSE,8.64,FALSE
2018-09-22,22.67,FALSE,3.5885,FALSE,0.000674268425010555,FALSE,24.657,FALSE,11.4285714285714,TRUE,12.7142857142857,TRUE,17.5714285714286,TRUE,29.2857142857143,TRUE,2.76428571428571,TRUE,22.8803,TRUE,7.29,TRUE,1.43,TRUE,5.98,TRUE,14.7066666666667,TRUE,4.77,FALSE
2018-09-23,17.48,FALSE,2.793,FALSE,0.0441396547616985,FALSE,23.059,FALSE,11.7142857142857,TRUE,9.85714285714286,TRUE,18.2857142857143,TRUE,30.1428571428571,TRUE,3.07714285714286,TRUE,22.4554,TRUE,6.47,TRUE,2.24,TRUE,4.8,TRUE,13.5133333333333,TRUE,6.11,FALSE
2018-09-24,17.27,FALSE,1.759,FALSE,0.0116611187449717,FALSE,22.503,FALSE,12,FALSE,7,FALSE,19,FALSE,31,FALSE,3.39,FALSE,22.0305,FALSE,5.65,FALSE,3.05,FALSE,3.62,FALSE,12.32,FALSE,5.18,FALSE
2018-09-25,20.34,FALSE,1.9485,FALSE,0.00566905626303134,FALSE,21.645,FALSE,12.2857142857143,TRUE,7.85714285714286,TRUE,18.4285714285714,TRUE,29.7142857142857,TRUE,3.22285714285714,TRUE,21.8503285714286,TRUE,5.80142857142857,TRUE,2.87428571428571,TRUE,3.66428571428571,TRUE,12.34,TRUE,2.88,FALSE
2018-09-26,21.85,FALSE,2.245,FALSE,0.00396803865503721,FALSE,21.5975,TRUE,12.5714285714286,TRUE,8.71428571428571,TRUE,17.8571428571429,TRUE,28.4285714285714,TRUE,3.05571428571429,TRUE,21.6701571428571,TRUE,5.95285714285714,TRUE,2.69857142857143,TRUE,3.70857142857143,TRUE,12.36,TRUE,3.25,TRUE
2018-09-27,16.395,FALSE,2.254,FALSE,0.00874638495666729,FALSE,21.55,TRUE,12.8571428571429,TRUE,9.57142857142857,TRUE,17.2857142857143,TRUE,27.1428571428571,TRUE,2.88857142857143,TRUE,21.4899857142857,TRUE,6.10428571428571,TRUE,2.52285714285714,TRUE,3.75285714285714,TRUE,12.38,TRUE,3.62,TRUE
2018-09-28,17.955,FALSE,2.8875,FALSE,0.0152580302367022,FALSE,21.5025,TRUE,13.1428571428571,TRUE,10.4285714285714,TRUE,16.7142857142857,TRUE,25.8571428571429,TRUE,2.72142857142857,TRUE,21.3098142857143,TRUE,6.25571428571429,TRUE,2.34714285714286,TRUE,3.79714285714286,TRUE,12.4,TRUE,3.99,TRUE
2018-09-29,16.825,FALSE,3.064,FALSE,0.0118518727806183,FALSE,21.455,TRUE,13.4285714285714,TRUE,11.2857142857143,TRUE,16.1428571428571,TRUE,24.5714285714286,TRUE,2.55428571428571,TRUE,21.1296428571429,TRUE,6.40714285714286,TRUE,2.17142857142857,TRUE,3.84142857142857,TRUE,12.42,TRUE,4.36,TRUE
2018-09-30,19.43,FALSE,2.645,FALSE,0.0082310545009119,FALSE,21.4075,TRUE,13.7142857142857,TRUE,12.1428571428571,TRUE,15.5714285714286,TRUE,23.2857142857143,TRUE,2.38714285714286,TRUE,20.9494714285714,TRUE,6.55857142857143,TRUE,1.99571428571429,TRUE,3.88571428571429,TRUE,12.44,TRUE,4.73,TRUE
2018-10-01,20.43,FALSE,2.535,FALSE,0.00723330828613375,FALSE,21.36,FALSE,14,FALSE,13,FALSE,15,FALSE,22,FALSE,2.22,FALSE,20.7693,FALSE,6.71,FALSE,1.82,FALSE,3.93,FALSE,12.46,FALSE,5.1,FALSE
2018-10-02,21.055,FALSE,2.5075,FALSE,0.00597167368493185,FALSE,21.7285,FALSE,14,TRUE,15,TRUE,15.8571428571429,TRUE,20.1428571428571,TRUE,2.23714285714286,TRUE,20.906925,TRUE,7.0025,TRUE,1.5925,TRUE,3.765,TRUE,12.3625,TRUE,5.21,FALSE
2018-10-03,21.23,FALSE,2.466,FALSE,0.00537173068247352,FALSE,21.921,FALSE,14,TRUE,17,TRUE,16.7142857142857,TRUE,18.2857142857143,TRUE,2.25428571428571,TRUE,21.04455,TRUE,7.295,TRUE,1.365,TRUE,3.6,TRUE,12.265,TRUE,4.72,FALSE
2018-10-04,22.15,FALSE,3.4975,FALSE,0.00423734958459438,FALSE,22.368,FALSE,14,TRUE,19,TRUE,17.5714285714286,TRUE,16.4285714285714,TRUE,2.27142857142857,TRUE,21.182175,TRUE,7.5875,TRUE,1.1375,TRUE,3.435,TRUE,12.1675,TRUE,3.91,FALSE
2018-10-05,23.245,FALSE,2.073,FALSE,0.00271381007352841,FALSE,22.654,FALSE,14,TRUE,21,TRUE,18.4285714285714,TRUE,14.5714285714286,TRUE,2.28857142857143,TRUE,21.3198,FALSE,7.88,FALSE,0.91,FALSE,3.27,FALSE,12.07,FALSE,4.675,FALSE
2018-10-06,21.26,FALSE,1.0695,FALSE,0.0020411768512999,FALSE,22.4615,FALSE,14,TRUE,23,TRUE,19.2857142857143,TRUE,12.7142857142857,TRUE,2.30571428571429,TRUE,21.7507666666667,TRUE,6.31333333333333,TRUE,0.866666666666667,TRUE,3.52666666666667,TRUE,10.7166666666667,TRUE,5.565,FALSE
2018-10-07,22.09,FALSE,2.5835,FALSE,0.00162958684625193,FALSE,22.8105,FALSE,14,TRUE,25,TRUE,20.1428571428571,TRUE,10.8571428571429,TRUE,2.32285714285714,TRUE,22.1817333333333,TRUE,4.74666666666667,TRUE,0.823333333333333,TRUE,3.78333333333333,TRUE,9.36333333333333,TRUE,5.53,FALSE
2018-10-08,22.38,FALSE,2.2135,FALSE,0.00125012071760561,FALSE,23.085,FALSE,14,FALSE,27,FALSE,21,FALSE,9,FALSE,2.34,FALSE,22.6127,FALSE,3.18,FALSE,0.78,FALSE,4.04,FALSE,8.01,FALSE,4.345,FALSE
2018-10-09,20.6,FALSE,2.291,FALSE,0.000905771007403291,FALSE,23.253,FALSE,13.7142857142857,TRUE,32,TRUE,19.4285714285714,TRUE,13.5714285714286,TRUE,2.18857142857143,TRUE,21.8456,TRUE,3.07571428571429,TRUE,0.821428571428572,TRUE,3.67714285714286,TRUE,7.58142857142857,TRUE,4.72,FALSE
2018-10-10,20.58,FALSE,0.909,FALSE,0.00384239277022993,FALSE,22.6465,FALSE,13.4285714285714,TRUE,37,TRUE,17.8571428571429,TRUE,18.1428571428571,TRUE,2.03714285714286,TRUE,21.0785,TRUE,2.97142857142857,TRUE,0.862857142857143,TRUE,3.31428571428571,TRUE,7.15285714285714,TRUE,5.86,FALSE
2018-10-11,21.43,FALSE,1.891,FALSE,0.0842519440203449,FALSE,22.2335,FALSE,13.1428571428571,TRUE,42,TRUE,16.2857142857143,TRUE,22.7142857142857,TRUE,1.88571428571429,TRUE,20.3114,TRUE,2.86714285714286,TRUE,0.904285714285714,TRUE,2.95142857142857,TRUE,6.72428571428571,TRUE,5.015,FALSE
2018-10-12,11.975,FALSE,3.2975,FALSE,0.0951687322960675,FALSE,19.917,FALSE,12.8571428571429,TRUE,47,TRUE,14.7142857142857,TRUE,27.2857142857143,TRUE,1.73428571428571,TRUE,19.5443,TRUE,2.76285714285714,TRUE,0.945714285714286,TRUE,2.58857142857143,TRUE,6.29571428571429,TRUE,3.545,FALSE
2018-10-13,11.01,FALSE,3.818,FALSE,0.075202039119053,FALSE,18.744,FALSE,12.5714285714286,TRUE,52,TRUE,13.1428571428571,TRUE,31.8571428571429,TRUE,1.58285714285714,TRUE,18.7772,TRUE,2.65857142857143,TRUE,0.987142857142857,TRUE,2.22571428571429,TRUE,5.86714285714286,TRUE,3.37,FALSE
2018-10-14,10.05,FALSE,2.6495,FALSE,0.0713300175093225,FALSE,17.841,FALSE,12.2857142857143,TRUE,57,TRUE,11.5714285714286,TRUE,36.4285714285714,TRUE,1.43142857142857,TRUE,18.0101,TRUE,2.55428571428571,TRUE,1.02857142857143,TRUE,1.86285714285714,TRUE,5.43857142857143,TRUE,3.67,FALSE
2018-10-15,18.1,FALSE,2.187,FALSE,0.0720288875051943,FALSE,17.34,FALSE,12,FALSE,62,FALSE,10,FALSE,41,FALSE,1.28,FALSE,17.243,FALSE,2.45,FALSE,1.07,FALSE,1.5,FALSE,5.01,FALSE,2.6,FALSE
2018-10-16,16.425,FALSE,1.517,FALSE,0.0791411245074759,FALSE,17.5605,FALSE,12,TRUE,60.7142857142857,TRUE,10.7142857142857,TRUE,38.4285714285714,TRUE,1.31666666666667,TRUE,16.89515,TRUE,3.1625,TRUE,0.9775,TRUE,1.905,TRUE,6.04,TRUE,3.295,FALSE
